,x,y,z,R,G,B
0,0.0,0.0,0.0,0.9843137264251709,0.8392156958580017,0.4431372582912445
1,3.9415507316589355,-1.5713260173797607,-0.08660662174224854,0.8352941274642944,0.239215686917305,0.19607843458652496
2,4.093985557556152,-1.582303762435913,0.07112765312194824,0.9843137264251709,0.8392156958580017,0.4431372582912445
3,2.513899087905884,2.688117027282715,4.684924602508545,0.8352941274642944,0.239215686917305,0.19607843458652496
4,4.145512580871582,-4.7903242111206055,-1.4680694341659546,0.8901960849761963,0.0470588244497776,0.16862745583057404
5,-1.5015368461608887,-6.851161479949951,-1.8901491165161133,0.2078431397676468,0.0313725508749485,0.16862745583057404
6,-1.4823381900787354,-7.3455681800842285,2.4845871925354004,0.8352941274642944,0.239215686917305,0.19607843458652496
7,-4.688608169555664,-5.458856105804443,4.149590492248535,0.8352941274642944,0.239215686917305,0.19607843458652496
8,-1.7579491138458252,-5.496163368225098,-6.387445449829102,0.929411768913269,0.9215686321258545,0.929411768913269
9,0.20362448692321777,4.538810729980469,-7.525916576385498,0.8352941274642944,0.239215686917305,0.19607843458652496
10,7.579834938049316,4.750655174255371,3.759690999984741,0.8352941274642944,0.239215686917305,0.19607843458652496
11,-6.338456153869629,8.10513973236084,0.14481663703918457,0.8352941274642944,0.239215686917305,0.19607843458652496
12,-2.939587354660034,1.3809456825256348,-9.973512649536133,0.9529411792755127,0.5803921818733215,0.2666666805744171
13,5.989597797393799,7.039886474609375,-5.432004451751709,0.8352941274642944,0.239215686917305,0.19607843458652496
14,0.1782219409942627,-9.830737113952637,4.948503494262695,0.8352941274642944,0.239215686917305,0.19607843458652496
15,3.8342297077178955,9.8521146774292,-3.412386894226074,0.8352941274642944,0.239215686917305,0.19607843458652496
16,-3.535153865814209,9.7803955078125,4.674629211425781,0.9529411792755127,0.5803921818733215,0.2666666805744171
17,-5.752409934997559,-8.57386302947998,-4.93596887588501,0.8156862854957581,0.7333333492279053,0.6117647290229797
18,-5.838921070098877,5.443547248840332,8.26129150390625,0.8352941274642944,0.239215686917305,0.19607843458652496
19,-7.794362545013428,8.57498836517334,-0.8477401733398438,0.8352941274642944,0.239215686917305,0.19607843458652496
20,-8.30622673034668,-8.177423477172852,-0.715583086013794,0.8352941274642944,0.239215686917305,0.19607843458652496
21,9.869254112243652,4.401028633117676,-4.908407688140869,0.9529411792755127,0.5803921818733215,0.2666666805744171
22,9.784850120544434,4.369614124298096,-4.89199161529541,0.4431372582912445,0.062745101749897,0.24705882370471954
23,-0.20920097827911377,6.104248523712158,-10.21877670288086,0.9843137264251709,0.8392156958580017,0.4431372582912445
